AC	sim	Count	Prop	mu_fit
294	2.5707662253494265e-05	4.0	1.1867182493532386e-05	1.9e-07
295	2.559047327219666e-05	8.0	2.3734364987064772e-05	1.9e-07
296	2.5474238398635333e-05	9.0	2.6701160610447868e-05	1.9e-07
297	2.5359045888417702e-05	4.0	1.1867182493532386e-05	1.9e-07
298	2.52449695828124e-05	9.0	2.6701160610447868e-05	1.9e-07
299	2.5132066997180423e-05	4.0	1.1867182493532386e-05	1.9e-07
300	2.502037788239538e-05	8.0	2.3734364987064772e-05	1.9e-07
301	2.4909923174175608e-05	8.0	2.3734364987064772e-05	1.9e-07
302	2.480070441270815e-05	5.0	1.4833978116915482e-05	1.9e-07
303	2.4692703581869676e-05	9.0	2.6701160610447868e-05	1.9e-07
304	2.4585883400774616e-05	9.0	2.6701160610447868e-05	1.9e-07
305	2.4480188077739515e-05	3.0	8.90038687014929e-06	1.9e-07
306	2.4375544441220127e-05	8.0	2.3734364987064772e-05	1.9e-07
307	2.4271863445881334e-05	11.0	3.263475185721406e-05	1.9e-07
308	2.4169042065347816e-05	14.0	4.153513872736335e-05	1.9e-07
309	2.406696543992841e-05	5.0	1.4833978116915482e-05	1.9e-07
310	2.3965509250638985e-05	13.0	3.856834310398025e-05	1.9e-07
311	2.38645423689198e-05	4.0	1.1867182493532386e-05	1.9e-07
312	2.3763929514941528e-05	12.0	3.560154748059716e-05	1.9e-07
313	2.3663534037412393e-05	7.0	2.0767569363681676e-05	1.9e-07
314	2.356322072984087e-05	3.0	8.90038687014929e-06	1.9e-07
315	2.3462858523831938e-05	11.0	3.263475185721406e-05	1.9e-07
316	2.3362323134550334e-05	8.0	2.3734364987064772e-05	1.9e-07
317	2.3261499445952318e-05	10.0	2.9667956233830964e-05	1.9e-07
318	2.3160283806073313e-05	9.0	2.6701160610447868e-05	1.9e-07
319	2.3058585939574846e-05	9.0	2.6701160610447868e-05	1.9e-07
320	2.2956330681445332e-05	4.0	1.1867182493532386e-05	1.9e-07
321	2.285345925610939e-05	6.0	1.780077374029858e-05	1.9e-07
322	2.2749930393846366e-05	6.0	1.780077374029858e-05	1.9e-07
323	2.2645720893315536e-05	8.0	2.3734364987064772e-05	1.9e-07
324	2.2540826016640895e-05	6.0	1.780077374029858e-05	1.9e-07
325	2.243525942348118e-05	6.0	1.780077374029858e-05	1.9e-07
326	2.232905276414661e-05	6.0	1.780077374029858e-05	1.9e-07
327	2.222225504463059e-05	7.0	2.0767569363681676e-05	1.9e-07
328	2.211493160108931e-05	8.0	2.3734364987064772e-05	1.9e-07
329	2.2007162892620793e-05	9.0	2.6701160610447868e-05	1.9e-07
330	2.189904299767824e-05	5.0	1.4833978116915482e-05	1.9e-07
331	2.1790677987802815e-05	7.0	2.0767569363681676e-05	1.9e-07
332	2.1682184137478662e-05	3.0	8.90038687014929e-06	1.9e-07
333	2.1573686003752364e-05	7.0	2.0767569363681676e-05	1.9e-07
334	2.146531449981066e-05	8.0	2.3734364987064772e-05	1.9e-07
335	2.135720493343974e-05	3.0	8.90038687014929e-06	1.9e-07
336	2.1249495026778306e-05	6.0	1.780077374029858e-05	1.9e-07
337	2.1142323079677423e-05	2.0	5.933591246766193e-06	1.9e-07
338	2.1035826195322017e-05	7.0	2.0767569363681676e-05	1.9e-07
339	2.093013859432824e-05	6.0	1.780077374029858e-05	1.9e-07
340	2.082539012135562e-05	3.0	8.90038687014929e-06	1.9e-07
341	2.0721704957938623e-05	9.0	2.6701160610447868e-05	1.9e-07
342	2.061920044447387e-05	6.0	1.780077374029858e-05	1.9e-07
343	2.051798613775524e-05	8.0	2.3734364987064772e-05	1.9e-07
344	2.041816310635452e-05	10.0	2.9667956233830964e-05	1.9e-07
345	2.0319823323834446e-05	14.0	4.153513872736335e-05	1.9e-07
346	2.0223049368696115e-05	14.0	4.153513872736335e-05	1.9e-07
