AC	sim	Count	Prop	mu_fit
118	1.021627571571052e-06	4.0	7.835791584399017e-07	2.3e-09
119	1.0044909867575465e-06	8.0	1.5671583168798034e-06	2.3e-09
120	9.892334343844563e-07	4.0	7.835791584399017e-07	2.3e-09
121	9.75706951190319e-07	2.0	3.9178957921995084e-07	2.3e-09
122	9.637490791279145e-07	4.0	7.835791584399017e-07	2.3e-09
123	9.531880831839834e-07	11.0	2.1548426857097296e-06	2.3e-09
124	9.438479844534199e-07	5.0	9.794739480498772e-07	2.3e-09
125	9.355532791030512e-07	2.0	3.9178957921995084e-07	2.3e-09
126	9.28133222876026e-07	8.0	1.5671583168798034e-06	2.3e-09
127	9.214255571436735e-07	6.0	1.1753687376598526e-06	2.3e-09
128	9.152795813039013e-07	7.0	1.3712635272698281e-06	2.3e-09
129	9.095584977719509e-07	4.0	7.835791584399017e-07	2.3e-09
130	9.041409872105349e-07	6.0	1.1753687376598526e-06	2.3e-09
131	8.989220173541569e-07	1.0	1.9589478960997542e-07	2.3e-09
132	8.938129145957326e-07	2.0	3.9178957921995084e-07	2.3e-09
133	8.887407788467552e-07	10.0	1.9589478960997543e-06	2.3e-09
134	8.83647341082486e-07	5.0	9.794739480498772e-07	2.3e-09
135	8.784873875680827e-07	6.0	1.1753687376598526e-06	2.3e-09
136	8.732268937075708e-07	4.0	7.835791584399017e-07	2.3e-09
137	8.67841005929784e-07	3.0	5.876843688299263e-07	2.3e-09
138	8.623120088771311e-07	2.0	3.9178957921995084e-07	2.3e-09
139	8.56627392321374e-07	4.0	7.835791584399017e-07	2.3e-09
140	8.507781191974463e-07	3.0	5.876843688299263e-07	2.3e-09
141	8.44757160417552e-07	2.0	3.9178957921995084e-07	2.3e-09
142	8.385583410900218e-07	6.0	1.1753687376598526e-06	2.3e-09
143	8.321755079454938e-07	4.0	7.835791584399017e-07	2.3e-09
144	8.256020137073779e-07	7.0	1.3712635272698281e-06	2.3e-09
145	8.188304801582425e-07	4.0	7.835791584399017e-07	2.3e-09
146	8.118528028889994e-07	6.0	1.1753687376598526e-06	2.3e-09
147	8.04660339558418e-07	2.0	3.9178957921995084e-07	2.3e-09
148	7.97244229776382e-07	4.0	7.835791584399017e-07	2.3e-09
149	7.895957929873323e-07	2.0	3.9178957921995084e-07	2.3e-09
150	7.817069586449933e-07	4.0	7.835791584399017e-07	2.3e-09
151	7.735706970614334e-07	2.0	3.9178957921995084e-07	2.3e-09
152	7.651814195791055e-07	4.0	7.835791584399017e-07	2.3e-09
153	7.565353384379091e-07	3.0	5.876843688299263e-07	2.3e-09
154	7.476307820087315e-07	3.0	5.876843688299263e-07	2.3e-09
155	7.384684626968453e-07	3.0	5.876843688299263e-07	2.3e-09
156	7.290517104048561e-07	6.0	1.1753687376598526e-06	2.3e-09
157	7.193866746309264e-07	2.0	3.9178957921995084e-07	2.3e-09
158	7.094825096533067e-07	4.0	7.835791584399017e-07	2.3e-09
159	6.99351538713336e-07	2.0	3.9178957921995084e-07	2.3e-09
160	6.890094098447295e-07	1.0	1.9589478960997542e-07	2.3e-09
161	6.784752262442252e-07	7.0	1.3712635272698281e-06	2.3e-09
162	6.677716526959575e-07	2.0	3.9178957921995084e-07	2.3e-09
163	6.569249780668115e-07	1.0	1.9589478960997542e-07	2.3e-09
164	6.459651201455393e-07	2.0	3.9178957921995084e-07	2.3e-09
165	6.349255564138138e-07	0.0	0.0	2.3e-09
166	6.238431608806614e-07	3.0	5.876843688299263e-07	2.3e-09
167	6.127579382320511e-07	1.0	1.9589478960997542e-07	2.3e-09
168	6.01712641288488e-07	4.0	7.835791584399017e-07	2.3e-09
169	5.907522730880044e-07	2.0	3.9178957921995084e-07	2.3e-09
170	5.799234731470525e-07	1.0	1.9589478960997542e-07	2.3e-09
171	5.692738013716294e-07	8.0	1.5671583168798034e-06	2.3e-09
172	5.588509347513448e-07	1.0	1.9589478960997542e-07	2.3e-09
173	5.487018023534514e-07	3.0	5.876843688299263e-07	2.3e-09
174	5.388716825815457e-07	4.0	7.835791584399017e-07	2.3e-09
175	5.294032993569044e-07	0.0	0.0	2.3e-09
176	5.203359461522147e-07	4.0	7.835791584399017e-07	2.3e-09
177	5.117046709213414e-07	2.0	3.9178957921995084e-07	2.3e-09
178	5.035395540597199e-07	6.0	1.1753687376598526e-06	2.3e-09
179	4.958651030742938e-07	4.0	7.835791584399017e-07	2.3e-09
180	4.886997890705653e-07	4.0	7.835791584399017e-07	2.3e-09
181	4.8205573592651e-07	1.0	1.9589478960997542e-07	2.3e-09
182	4.7593857689820023e-07	2.0	3.9178957921995084e-07	2.3e-09
183	4.70347473463145e-07	3.0	5.876843688299263e-07	2.3e-09
184	4.6527529754287017e-07	5.0	9.794739480498772e-07	2.3e-09
185	4.6070896247273543e-07	2.0	3.9178957921995084e-07	2.3e-09
186	4.566298860606113e-07	3.0	5.876843688299263e-07	2.3e-09
187	4.530145657253361e-07	2.0	3.9178957921995084e-07	2.3e-09
188	4.498352403362554e-07	4.0	7.835791584399017e-07	2.3e-09
189	4.4706061193830453e-07	1.0	1.9589478960997542e-07	2.3e-09
190	4.4465660025141565e-07	5.0	9.794739480498772e-07	2.3e-09
191	4.4258710355446684e-07	0.0	0.0	2.3e-09
192	4.408147405004245e-07	2.0	3.9178957921995084e-07	2.3e-09
193	4.3930154946146845e-07	4.0	7.835791584399017e-07	2.3e-09
194	4.3800962863103623e-07	2.0	3.9178957921995084e-07	2.3e-09
195	4.369016989910018e-07	3.0	5.876843688299263e-07	2.3e-09
196	4.359415827875374e-07	2.0	3.9178957921995084e-07	2.3e-09
197	4.3509458761716946e-07	2.0	3.9178957921995084e-07	2.3e-09
198	4.3432779819992906e-07	2.0	3.9178957921995084e-07	2.3e-09
199	4.336102750460231e-07	3.0	5.876843688299263e-07	2.3e-09
200	4.3291316922607493e-07	4.0	7.835791584399017e-07	2.3e-09
201	4.322097596090612e-07	3.0	5.876843688299263e-07	2.3e-09
202	4.314754258421629e-07	5.0	9.794739480498772e-07	2.3e-09
203	4.306875723398789e-07	3.0	5.876843688299263e-07	2.3e-09
204	4.2982551236386603e-07	0.0	0.0	2.3e-09
205	4.288703333349677e-07	1.0	1.9589478960997542e-07	2.3e-09
206	4.2780475224406416e-07	2.0	3.9178957921995084e-07	2.3e-09
207	4.266129777161847e-07	4.0	7.835791584399017e-07	2.3e-09
208	4.2528058709166825e-07	0.0	0.0	2.3e-09
209	4.237944301819787e-07	2.0	3.9178957921995084e-07	2.3e-09
210	4.221425641846315e-07	2.0	3.9178957921995084e-07	2.3e-09
211	4.2031422664947364e-07	2.0	3.9178957921995084e-07	2.3e-09
212	4.182998450722242e-07	3.0	5.876843688299263e-07	2.3e-09
213	4.1609108522443407e-07	0.0	0.0	2.3e-09
214	4.1368093206024265e-07	3.0	5.876843688299263e-07	2.3e-09
215	4.1106380179464867e-07	5.0	9.794739480498772e-07	2.3e-09
216	4.0823567435803986e-07	2.0	3.9178957921995084e-07	2.3e-09
217	4.051942416231657e-07	4.0	7.835791584399017e-07	2.3e-09
218	4.019390612054096e-07	1.0	1.9589478960997542e-07	2.3e-09
219	3.984717067361812e-07	2.0	3.9178957921995084e-07	2.3e-09
220	3.947959071473702e-07	2.0	3.9178957921995084e-07	2.3e-09
221	3.9091766477277326e-07	2.0	3.9178957921995084e-07	2.3e-09
222	3.868453468075906e-07	2.0	3.9178957921995084e-07	2.3e-09
223	3.82589743381799e-07	2.0	3.9178957921995084e-07	2.3e-09
224	3.7816408622213496e-07	1.0	1.9589478960997542e-07	2.3e-09
225	3.735840270747188e-07	0.0	0.0	2.3e-09
226	3.688675715070312e-07	6.0	1.1753687376598526e-06	2.3e-09
227	3.640349706832307e-07	3.0	5.876843688299263e-07	2.3e-09
228	3.591085694620318e-07	5.0	9.794739480498772e-07	2.3e-09
229	3.5411261615316547e-07	1.0	1.9589478960997542e-07	2.3e-09
230	3.4907303621984665e-07	2.0	3.9178957921995084e-07	2.3e-09
231	3.440171747278771e-07	2.0	3.9178957921995084e-07	2.3e-09
232	3.389735134874107e-07	4.0	7.835791584399017e-07	2.3e-09
233	3.339713683485958e-07	2.0	3.9178957921995084e-07	2.3e-09
234	3.29040572043553e-07	3.0	5.876843688299263e-07	2.3e-09
235	3.242111499833833e-07	2.0	3.9178957921995084e-07	2.3e-09
236	3.1951299366032236e-07	3.0	5.876843688299263e-07	2.3e-09
237	3.149755372303774e-07	3.0	5.876843688299263e-07	2.3e-09
238	3.106274424021711e-07	2.0	3.9178957921995084e-07	2.3e-09
239	3.064962960733513e-07	1.0	1.9589478960997542e-07	2.3e-09
240	3.0260832351731636e-07	2.0	3.9178957921995084e-07	2.3e-09
241	2.989881217257664e-07	0.0	0.0	2.3e-09
242	2.956584134915432e-07	1.0	1.9589478960997542e-07	2.3e-09
243	2.926398253242802e-07	3.0	5.876843688299263e-07	2.3e-09
244	2.899506898324247e-07	2.0	3.9178957921995084e-07	2.3e-09
245	2.876068741536912e-07	1.0	1.9589478960997542e-07	2.3e-09
246	2.856216332841539e-07	0.0	0.0	2.3e-09
247	2.8400549068023936e-07	0.0	0.0	2.3e-09
248	2.827661441241669e-07	2.0	3.9178957921995084e-07	2.3e-09
249	2.819083988140811e-07	2.0	3.9178957921995084e-07	2.3e-09
250	2.814341252563205e-07	4.0	7.835791584399017e-07	2.3e-09
251	2.813422429659256e-07	2.0	3.9178957921995084e-07	2.3e-09
252	2.8162873133836395e-07	1.0	1.9589478960997542e-07	2.3e-09
253	2.822866631043675e-07	1.0	1.9589478960997542e-07	2.3e-09
254	2.8330626525903974e-07	3.0	5.876843688299263e-07	2.3e-09
255	2.846750036609758e-07	1.0	1.9589478960997542e-07	2.3e-09
256	2.863776924525806e-07	3.0	5.876843688299263e-07	2.3e-09
257	2.88396627548465e-07	1.0	1.9589478960997542e-07	2.3e-09
258	2.907117429013145e-07	3.0	5.876843688299263e-07	2.3e-09
259	2.933007899486719e-07	2.0	3.9178957921995084e-07	2.3e-09
260	2.961395377546144e-07	3.0	5.876843688299263e-07	2.3e-09
261	2.9920199261176304e-07	2.0	3.9178957921995084e-07	2.3e-09
262	3.0246063560125474e-07	0.0	0.0	2.3e-09
263	3.058866754907478e-07	3.0	5.876843688299263e-07	2.3e-09
264	3.094503142470048e-07	5.0	9.794739480498772e-07	2.3e-09
265	3.1312102259928575e-07	2.0	3.9178957921995084e-07	2.3e-09
266	3.168678217981935e-07	1.0	1.9589478960997542e-07	2.3e-09
267	3.2065956823767653e-07	2.0	3.9178957921995084e-07	2.3e-09
268	3.244652377593931e-07	3.0	5.876843688299263e-07	2.3e-09
269	3.2825420489457346e-07	1.0	1.9589478960997542e-07	2.3e-09
270	3.319965142234192e-07	3.0	5.876843688299263e-07	2.3e-09
271	3.356631391177782e-07	1.0	1.9589478960997542e-07	2.3e-09
272	3.3922622592642033e-07	3.0	5.876843688299263e-07	2.3e-09
273	3.426593184227985e-07	1.0	1.9589478960997542e-07	2.3e-09
274	3.459375614983099e-07	1.0	1.9589478960997542e-07	2.3e-09
275	3.490378812505831e-07	0.0	0.0	2.3e-09
276	3.5193913826787624e-07	1.0	1.9589478960997542e-07	2.3e-09
277	3.5462225608733144e-07	1.0	1.9589478960997542e-07	2.3e-09
278	3.570703198570238e-07	2.0	3.9178957921995084e-07	2.3e-09
279	3.5926864908853176e-07	1.0	1.9589478960997542e-07	2.3e-09
280	3.61204842524467e-07	3.0	5.876843688299263e-07	2.3e-09
281	3.6286879674632194e-07	0.0	0.0	2.3e-09
282	3.642527004756505e-07	2.0	3.9178957921995084e-07	2.3e-09
283	3.653510053928314e-07	4.0	7.835791584399017e-07	2.3e-09
284	3.6616037738661753e-07	3.0	5.876843688299263e-07	2.3e-09
285	3.6667962727136624e-07	1.0	1.9589478960997542e-07	2.3e-09
286	3.669096278560608e-07	1.0	1.9589478960997542e-07	2.3e-09
287	3.668532162007425e-07	0.0	0.0	2.3e-09
288	3.665150851851706e-07	3.0	5.876843688299263e-07	2.3e-09
289	3.659016659087289e-07	3.0	5.876843688299263e-07	2.3e-09
290	3.6502100479129496e-07	0.0	0.0	2.3e-09
291	3.6388263386908457e-07	0.0	0.0	2.3e-09
292	3.6249743948590834e-07	1.0	1.9589478960997542e-07	2.3e-09
293	3.6087752763074077e-07	5.0	9.794739480498772e-07	2.3e-09
294	3.590360891454828e-07	0.0	0.0	2.3e-09
295	3.569872635935961e-07	1.0	1.9589478960997542e-07	2.3e-09
296	3.547460040457035e-07	6.0	1.1753687376598526e-06	2.3e-09
297	3.52327940243245e-07	1.0	1.9589478960997542e-07	2.3e-09
298	3.4974924428183224e-07	0.0	0.0	2.3e-09
299	3.4702649448854827e-07	0.0	0.0	2.3e-09
300	3.4417654053063374e-07	2.0	3.9178957921995084e-07	2.3e-09
301	3.412163682036564e-07	2.0	3.9178957921995084e-07	2.3e-09
302	3.381629649034691e-07	3.0	5.876843688299263e-07	2.3e-09
303	3.350331852310174e-07	0.0	0.0	2.3e-09
304	3.318436176491628e-07	1.0	1.9589478960997542e-07	2.3e-09
305	3.2861045312275395e-07	0.0	0.0	2.3e-09
306	3.253493557195133e-07	0.0	0.0	2.3e-09
307	3.220753366167926e-07	3.0	5.876843688299263e-07	2.3e-09
308	3.1880263340891563e-07	4.0	7.835791584399017e-07	2.3e-09
309	3.155445949429751e-07	2.0	3.9178957921995084e-07	2.3e-09
310	3.123135734939214e-07	1.0	1.9589478960997542e-07	2.3e-09
311	3.091208272060961e-07	1.0	1.9589478960997542e-07	2.3e-09
312	3.0597643163386944e-07	0.0	0.0	2.3e-09
313	3.0288920417927913e-07	1.0	1.9589478960997542e-07	2.3e-09
314	2.998666424942088e-07	3.0	5.876843688299263e-07	2.3e-09
315	2.969148768165166e-07	2.0	3.9178957921995084e-07	2.3e-09
316	2.940386389804502e-07	2.0	3.9178957921995084e-07	2.3e-09
317	2.9124124687453317e-07	2.0	3.9178957921995084e-07	2.3e-09
318	2.8852460763482057e-07	1.0	1.9589478960997542e-07	2.3e-09
319	2.8588923663775e-07	1.0	1.9589478960997542e-07	2.3e-09
320	2.8333429522117925e-07	1.0	1.9589478960997542e-07	2.3e-09
321	2.808576436567668e-07	1.0	1.9589478960997542e-07	2.3e-09
322	2.784559125612723e-07	2.0	3.9178957921995084e-07	2.3e-09
323	2.761245870986889e-07	1.0	1.9589478960997542e-07	2.3e-09
324	2.7385810756915787e-07	4.0	7.835791584399017e-07	2.3e-09
325	2.7164998128255697e-07	2.0	3.9178957921995084e-07	2.3e-09
326	2.6949290543403436e-07	2.0	3.9178957921995084e-07	2.3e-09
327	2.6737890033713477e-07	1.0	1.9589478960997542e-07	2.3e-09
328	2.652994488507797e-07	0.0	0.0	2.3e-09
329	2.632456421927467e-07	0.0	0.0	2.3e-09
330	2.6120832832595497e-07	1.0	1.9589478960997542e-07	2.3e-09
331	2.591782625261251e-07	2.0	3.9178957921995084e-07	2.3e-09
332	2.571462571458339e-07	0.0	0.0	2.3e-09
333	2.551033285282885e-07	0.0	0.0	2.3e-09
334	2.5304084016025506e-07	0.0	0.0	2.3e-09
335	2.5095063942551944e-07	1.0	1.9589478960997542e-07	2.3e-09
336	2.488251859966147e-07	0.0	0.0	2.3e-09
337	2.466576717605698e-07	2.0	3.9178957921995084e-07	2.3e-09
338	2.444421294667122e-07	2.0	3.9178957921995084e-07	2.3e-09
339	2.42173528751347e-07	2.0	3.9178957921995084e-07	2.3e-09
340	2.3984785929243615e-07	1.0	1.9589478960997542e-07	2.3e-09
341	2.3746219999066096e-07	1.0	1.9589478960997542e-07	2.3e-09
342	2.3501477203012394e-07	1.0	1.9589478960997542e-07	2.3e-09
343	2.325049764893729e-07	0.0	0.0	2.3e-09
344	2.2993341595759242e-07	4.0	7.835791584399017e-07	2.3e-09
345	2.273018982602515e-07	0.0	0.0	2.3e-09
346	2.246134246078075e-07	2.0	3.9178957921995084e-07	2.3e-09
347	2.2187216022923704e-07	5.0	9.794739480498772e-07	2.3e-09
348	2.190833882467556e-07	1.0	1.9589478960997542e-07	2.3e-09
349	2.1625344818501037e-07	2.0	3.9178957921995084e-07	2.3e-09
350	2.1338965895539367e-07	2.0	3.9178957921995084e-07	2.3e-09
351	2.1050022755101218e-07	2.0	3.9178957921995084e-07	2.3e-09
352	2.0759414450077802e-07	1.0	1.9589478960997542e-07	2.3e-09
353	2.0468106779547853e-07	2.0	3.9178957921995084e-07	2.3e-09
354	2.0177119703277516e-07	1.0	1.9589478960997542e-07	2.3e-09
355	1.9887513836064139e-07	3.0	5.876843688299263e-07	2.3e-09
356	1.9600376453083073e-07	3.0	5.876843688299263e-07	2.3e-09
357	1.9316806975682514e-07	2.0	3.9178957921995084e-07	2.3e-09
358	1.9037902277800234e-07	2.0	3.9178957921995084e-07	2.3e-09
359	1.876474208658792e-07	2.0	3.9178957921995084e-07	2.3e-09
360	1.8498374607242888e-07	4.0	7.835791584399017e-07	2.3e-09
361	1.823980266981302e-07	2.0	3.9178957921995084e-07	2.3e-09
362	1.7989970633064842e-07	3.0	5.876843688299263e-07	2.3e-09
363	1.7749752187024806e-07	3.0	5.876843688299263e-07	2.3e-09
364	1.7519939389024436e-07	4.0	7.835791584399017e-07	2.3e-09
365	1.7301232973725059e-07	0.0	0.0	2.3e-09
366	1.7094234203457267e-07	0.0	0.0	2.3e-09
367	1.6899438350296337e-07	3.0	5.876843688299263e-07	2.3e-09
368	1.6717229886755733e-07	1.0	1.9589478960997542e-07	2.3e-09
369	1.6547879558413475e-07	0.0	0.0	2.3e-09
370	1.6391543197724843e-07	4.0	7.835791584399017e-07	2.3e-09
371	1.6248262494283748e-07	1.0	1.9589478960997542e-07	2.3e-09
372	1.611796752079638e-07	3.0	5.876843688299263e-07	2.3e-09
373	1.6000480972537237e-07	0.0	0.0	2.3e-09
374	1.5895524104132347e-07	0.0	0.0	2.3e-09
375	1.5802724108370463e-07	1.0	1.9589478960997542e-07	2.3e-09
376	1.572162286016936e-07	1.0	1.9589478960997542e-07	2.3e-09
377	1.5651686766268225e-07	1.0	1.9589478960997542e-07	2.3e-09
378	1.5592317544734863e-07	3.0	5.876843688299263e-07	2.3e-09
379	1.554286372286716e-07	1.0	1.9589478960997542e-07	2.3e-09
380	1.550263254091197e-07	1.0	1.9589478960997542e-07	2.3e-09
381	1.5470902104007658e-07	2.0	3.9178957921995084e-07	2.3e-09
382	1.5446933497683704e-07	2.0	3.9178957921995084e-07	2.3e-09
383	1.5429982585754216e-07	4.0	7.835791584399017e-07	2.3e-09
384	1.5419311361351274e-07	5.0	9.794739480498772e-07	2.3e-09
385	1.5414198554857134e-07	1.0	1.9589478960997542e-07	2.3e-09
386	1.5413949335771047e-07	1.0	1.9589478960997542e-07	2.3e-09
387	1.541790399956297e-07	1.0	1.9589478960997542e-07	2.3e-09
388	1.5425445394451291e-07	0.0	0.0	2.3e-09
389	1.5436005115094091e-07	0.0	0.0	2.3e-09
390	1.5449068268618715e-07	2.0	3.9178957921995084e-07	2.3e-09
391	1.5464176878819674e-07	0.0	0.0	2.3e-09
392	1.5480931892269992e-07	1.0	1.9589478960997542e-07	2.3e-09
393	1.5498993783244653e-07	2.0	3.9178957921995084e-07	2.3e-09
394	1.5518081875958214e-07	2.0	3.9178957921995084e-07	2.3e-09
