AC	sim	Count	Prop	mu_fit
8236	1.7522087661094174e-09	0.0	0.0	2.3e-09
8237	1.7465523171935864e-09	0.0	0.0	2.3e-09
8238	1.7416005097459766e-09	0.0	0.0	2.3e-09
8239	1.7373495155696644e-09	0.0	0.0	2.3e-09
8240	1.733795385474132e-09	0.0	0.0	2.3e-09
8241	1.7309340482258806e-09	0.0	0.0	2.3e-09
8242	1.7287613159437718e-09	0.0	0.0	2.3e-09
8243	1.7272728805448115e-09	1.0	1.9589478960997542e-07	2.3e-09
8244	1.7264643218589973e-09	0.0	0.0	2.3e-09
8245	1.7263311052033756e-09	0.0	0.0	2.3e-09
8246	1.7268685821490501e-09	0.0	0.0	2.3e-09
8247	1.728071994850367e-09	0.0	0.0	2.3e-09
8248	1.7299364771395106e-09	0.0	0.0	2.3e-09
8249	1.7324570531451158e-09	0.0	0.0	2.3e-09
8250	1.735628642710959e-09	0.0	0.0	2.3e-09
8251	1.7394460587370375e-09	0.0	0.0	2.3e-09
8252	1.7439040129510086e-09	0.0	0.0	2.3e-09
8253	1.7489971131466627e-09	0.0	0.0	2.3e-09
8254	1.7547198652578463e-09	0.0	0.0	2.3e-09
8255	1.7610666774239324e-09	0.0	0.0	2.3e-09
8256	1.7680318587586728e-09	0.0	0.0	2.3e-09
8257	1.7756096184491292e-09	0.0	0.0	2.3e-09
8258	1.7837940730730362e-09	0.0	0.0	2.3e-09
8259	1.7925792411261245e-09	0.0	0.0	2.3e-09
8260	1.801959049084299e-09	0.0	0.0	2.3e-09
8261	1.8119273283223874e-09	0.0	0.0	2.3e-09
8262	1.8224778199258845e-09	0.0	0.0	2.3e-09
8263	1.8336041732371737e-09	0.0	0.0	2.3e-09
8264	1.8452999477138858e-09	0.0	0.0	2.3e-09
8265	1.8575586152472485e-09	0.0	0.0	2.3e-09
8266	1.8703735573102938e-09	0.0	0.0	2.3e-09
8267	1.8837380711398498e-09	0.0	0.0	2.3e-09
8268	1.897645366388748e-09	0.0	0.0	2.3e-09
8269	1.9120885687822034e-09	1.0	1.9589478960997542e-07	2.3e-09
8270	1.9270607197804692e-09	0.0	0.0	2.3e-09
8271	1.9425547789386577e-09	0.0	0.0	2.3e-09
8272	1.9585636231273034e-09	0.0	0.0	2.3e-09
8273	1.975080047534437e-09	0.0	0.0	2.3e-09
8274	1.992096769899949e-09	0.0	0.0	2.3e-09
8275	2.009606427920101e-09	0.0	0.0	2.3e-09
8276	2.0276015807362713e-09	0.0	0.0	2.3e-09
8277	2.0460747142591354e-09	0.0	0.0	2.3e-09
8278	2.065018234248798e-09	0.0	0.0	2.3e-09
8279	2.0844244764532504e-09	0.0	0.0	2.3e-09
8280	2.1042857006165046e-09	0.0	0.0	2.3e-09
8281	2.124594095968104e-09	0.0	0.0	2.3e-09
8282	2.1453417805209877e-09	0.0	0.0	2.3e-09
8283	2.166520803804838e-09	0.0	0.0	2.3e-09
8284	2.18812314564246e-09	0.0	0.0	2.3e-09
8285	2.2101407189507308e-09	0.0	0.0	2.3e-09
8286	2.23256537316797e-09	0.0	0.0	2.3e-09
8287	2.2553888899798977e-09	0.0	0.0	2.3e-09
8288	2.278602992541353e-09	0.0	0.0	2.3e-09
8289	2.30219934021363e-09	0.0	0.0	2.3e-09
8290	2.3261695331763217e-09	0.0	0.0	2.3e-09
8291	2.350505112996042e-09	0.0	0.0	2.3e-09
8292	2.3751975664073676e-09	0.0	0.0	2.3e-09
8293	2.400238323737906e-09	0.0	0.0	2.3e-09
8294	2.425618762812328e-09	0.0	0.0	2.3e-09
8295	2.4513302102102862e-09	0.0	0.0	2.3e-09
8296	2.4773639436866203e-09	0.0	0.0	2.3e-09
8297	2.5037111917683963e-09	0.0	0.0	2.3e-09
8298	2.5303631403482785e-09	0.0	0.0	2.3e-09
8299	2.5573109289031092e-09	0.0	0.0	2.3e-09
8300	2.584545656022353e-09	0.0	0.0	2.3e-09
8301	2.6120583822025826e-09	0.0	0.0	2.3e-09
8302	2.6398401308797184e-09	1.0	1.9589478960997542e-07	2.3e-09
8303	2.667881890068133e-09	0.0	0.0	2.3e-09
8304	2.69617461404459e-09	1.0	1.9589478960997542e-07	2.3e-09
8305	2.724709229472963e-09	0.0	0.0	2.3e-09
8306	2.753476633498845e-09	0.0	0.0	2.3e-09
8307	2.7824676968287904e-09	0.0	0.0	2.3e-09
8308	2.81167327344217e-09	0.0	0.0	2.3e-09
8309	2.8410841896435548e-09	0.0	0.0	2.3e-09
8310	2.8706912610916695e-09	0.0	0.0	2.3e-09
8311	2.9004852843895152e-09	0.0	0.0	2.3e-09
8312	2.9304570465525822e-09	0.0	0.0	2.3e-09
8313	2.9605973266065616e-09	0.0	0.0	2.3e-09
8314	2.990896897193451e-09	0.0	0.0	2.3e-09
8315	3.0213465275467764e-09	0.0	0.0	2.3e-09
8316	3.0519369879735557e-09	0.0	0.0	2.3e-09
8317	3.082659052300223e-09	0.0	0.0	2.3e-09
8318	3.1135034996240377e-09	0.0	0.0	2.3e-09
8319	3.1444611226077205e-09	0.0	0.0	2.3e-09
8320	3.175522722110121e-09	0.0	0.0	2.3e-09
8321	3.206679118501296e-09	0.0	0.0	2.3e-09
8322	3.237921154456012e-09	0.0	0.0	2.3e-09
8323	3.2692396916940103e-09	0.0	0.0	2.3e-09
8324	3.3006256211786273e-09	0.0	0.0	2.3e-09
8325	3.3320698644520054e-09	0.0	0.0	2.3e-09
8326	3.36356337725259e-09	0.0	0.0	2.3e-09
8327	3.3950971515719566e-09	0.0	0.0	2.3e-09
8328	3.4266622232465253e-09	0.0	0.0	2.3e-09
8329	3.4582496717833775e-09	0.0	0.0	2.3e-09
8330	3.489850625660929e-09	0.0	0.0	2.3e-09
8331	3.5214562669320612e-09	0.0	0.0	2.3e-09
8332	3.553057833456859e-09	0.0	0.0	2.3e-09
8333	3.584646625163238e-09	0.0	0.0	2.3e-09
8334	3.6162140046895023e-09	0.0	0.0	2.3e-09
8335	3.647751402026534e-09	0.0	0.0	2.3e-09
8336	3.6792503209668834e-09	0.0	0.0	2.3e-09
8337	3.7107023431030023e-09	0.0	0.0	2.3e-09
8338	3.742099124018946e-09	0.0	0.0	2.3e-09
8339	3.773432410155394e-09	0.0	0.0	2.3e-09
8340	3.804694030664499e-09	0.0	0.0	2.3e-09
8341	3.835875910967214e-09	0.0	0.0	2.3e-09
8342	3.866970067012667e-09	0.0	0.0	2.3e-09
8343	3.8979686199020014e-09	0.0	0.0	2.3e-09
8344	3.928863790897291e-09	0.0	0.0	2.3e-09
8345	3.9596479098526755e-09	0.0	0.0	2.3e-09
8346	3.990313420094873e-09	0.0	0.0	2.3e-09
8347	4.020852877714614e-09	0.0	0.0	2.3e-09
8348	4.051258959139589e-09	0.0	0.0	2.3e-09
8349	4.081524465028717e-09	0.0	0.0	2.3e-09
8350	4.111642322214716e-09	0.0	0.0	2.3e-09
8351	4.141605588458591e-09	0.0	0.0	2.3e-09
8352	4.1714074562094924e-09	0.0	0.0	2.3e-09
8353	4.201041258287849e-09	0.0	0.0	2.3e-09
8354	4.230500464715103e-09	0.0	0.0	2.3e-09
8355	4.259778696170968e-09	0.0	0.0	2.3e-09
8356	4.288869722693567e-09	0.0	0.0	2.3e-09
8357	4.317767462218714e-09	0.0	0.0	2.3e-09
8358	4.346465992991467e-09	0.0	0.0	2.3e-09
8359	4.3749595520078815e-09	1.0	1.9589478960997542e-07	2.3e-09
8360	4.403242540407121e-09	0.0	0.0	2.3e-09
8361	4.431309523676039e-09	0.0	0.0	2.3e-09
8362	4.459155238941848e-09	0.0	0.0	2.3e-09
8363	4.486774592969554e-09	0.0	0.0	2.3e-09
8364	4.514162674565468e-09	0.0	0.0	2.3e-09
8365	4.54131474400221e-09	0.0	0.0	2.3e-09
8366	4.568226245249949e-09	0.0	0.0	2.3e-09
8367	4.594892812068534e-09	0.0	0.0	2.3e-09
8368	4.621310256873992e-09	0.0	0.0	2.3e-09
8369	4.647474588238645e-09	0.0	0.0	2.3e-09
8370	4.6733820038285195e-09	0.0	0.0	2.3e-09
8371	4.699028898181359e-09	0.0	0.0	2.3e-09
8372	4.724411861768868e-09	0.0	0.0	2.3e-09
8373	4.749527679872216e-09	1.0	1.9589478960997542e-07	2.3e-09
8374	4.774373350136727e-09	0.0	0.0	2.3e-09
8375	4.798946063537394e-09	0.0	0.0	2.3e-09
8376	4.823243217337275e-09	0.0	0.0	2.3e-09
8377	4.847262421306878e-09	0.0	0.0	2.3e-09
8378	4.871001488169319e-09	0.0	0.0	2.3e-09
8379	4.8944584429699735e-09	0.0	0.0	2.3e-09
8380	4.9176315222217586e-09	0.0	0.0	2.3e-09
8381	4.9405191740095955e-09	0.0	0.0	2.3e-09
8382	4.96312006489764e-09	0.0	0.0	2.3e-09
8383	4.985433067112999e-09	0.0	0.0	2.3e-09
8384	5.0074572778534285e-09	0.0	0.0	2.3e-09
8385	5.029192003875209e-09	0.0	0.0	2.3e-09
8386	5.0506367760476206e-09	0.0	0.0	2.3e-09
8387	5.0717913370088004e-09	0.0	0.0	2.3e-09
8388	5.092655648482491e-09	1.0	1.9589478960997542e-07	2.3e-09
8389	5.113229892731849e-09	0.0	0.0	2.3e-09
8390	5.133514467878822e-09	0.0	0.0	2.3e-09
8391	5.153509991393559e-09	0.0	0.0	2.3e-09
8392	5.17321729752304e-09	0.0	0.0	2.3e-09
8393	5.192637439338607e-09	0.0	0.0	2.3e-09
8394	5.211771685831902e-09	0.0	0.0	2.3e-09
8395	5.230621523749996e-09	0.0	0.0	2.3e-09
8396	5.249188655635088e-09	0.0	0.0	2.3e-09
8397	5.267474997629263e-09	0.0	0.0	2.3e-09
8398	5.2854826810018474e-09	0.0	0.0	2.3e-09
8399	5.303214049695772e-09	0.0	0.0	2.3e-09
8400	5.320671655304738e-09	0.0	0.0	2.3e-09
8401	5.3378582655426375e-09	0.0	0.0	2.3e-09
8402	5.354776852769204e-09	0.0	0.0	2.3e-09
8403	5.37143059597581e-09	0.0	0.0	2.3e-09
8404	5.387822878956443e-09	0.0	0.0	2.3e-09
8405	5.403957290842736e-09	0.0	0.0	2.3e-09
8406	5.419837616440482e-09	0.0	0.0	2.3e-09
8407	5.4354678453555725e-09	0.0	0.0	2.3e-09
8408	5.450852157004918e-09	0.0	0.0	2.3e-09
8409	5.465994930782144e-09	0.0	0.0	2.3e-09
8410	5.480900729477543e-09	0.0	0.0	2.3e-09
8411	5.49557431311503e-09	0.0	0.0	2.3e-09
8412	5.510020618244528e-09	0.0	0.0	2.3e-09
8413	5.524244771573117e-09	0.0	0.0	2.3e-09
8414	5.538252074121045e-09	0.0	0.0	2.3e-09
8415	5.552048004405385e-09	0.0	0.0	2.3e-09
8416	5.565638215171483e-09	0.0	0.0	2.3e-09
8417	5.579028527434455e-09	0.0	0.0	2.3e-09
8418	5.592224926891764e-09	0.0	0.0	2.3e-09
8419	5.6052335668988975e-09	0.0	0.0	2.3e-09
8420	5.61806075303878e-09	1.0	1.9589478960997542e-07	2.3e-09
8421	5.630712948426217e-09	0.0	0.0	2.3e-09
8422	5.643196769840588e-09	0.0	0.0	2.3e-09
8423	5.6555189772146235e-09	0.0	0.0	2.3e-09
8424	5.667686474828255e-09	0.0	0.0	2.3e-09
8425	5.679706304516196e-09	0.0	0.0	2.3e-09
8426	5.691585649429383e-09	0.0	0.0	2.3e-09
8427	5.703331812528111e-09	0.0	0.0	2.3e-09
8428	5.7149522307663045e-09	0.0	0.0	2.3e-09
8429	5.726454461430199e-09	0.0	0.0	2.3e-09
8430	5.737846176307227e-09	0.0	0.0	2.3e-09
8431	5.749135158434283e-09	0.0	0.0	2.3e-09
8432	5.760329306933397e-09	0.0	0.0	2.3e-09
8433	5.771436616301466e-09	0.0	0.0	2.3e-09
8434	5.7824651810746985e-09	0.0	0.0	2.3e-09
8435	5.793423192439752e-09	0.0	0.0	2.3e-09
8436	5.804318929490853e-09	0.0	0.0	2.3e-09
8437	5.815160755741481e-09	0.0	0.0	2.3e-09
8438	5.825957114310424e-09	0.0	0.0	2.3e-09
8439	5.836716524364993e-09	0.0	0.0	2.3e-09
8440	5.847447568203005e-09	0.0	0.0	2.3e-09
8441	5.8581589052953675e-09	0.0	0.0	2.3e-09
8442	5.868859242937787e-09	0.0	0.0	2.3e-09
8443	5.879557353111713e-09	0.0	0.0	2.3e-09
8444	5.890262051168475e-09	0.0	0.0	2.3e-09
8445	5.900982199119325e-09	0.0	0.0	2.3e-09
8446	5.911726703452683e-09	0.0	0.0	2.3e-09
8447	5.922504501972495e-09	0.0	0.0	2.3e-09
8448	5.933324562988296e-09	0.0	0.0	2.3e-09
8449	5.9441958818254545e-09	0.0	0.0	2.3e-09
8450	5.955127475915453e-09	0.0	0.0	2.3e-09
8451	5.966128374421548e-09	0.0	0.0	2.3e-09
8452	5.977207623060086e-09	0.0	0.0	2.3e-09
8453	5.988374266819303e-09	0.0	0.0	2.3e-09
8454	5.9996373604642386e-09	0.0	0.0	2.3e-09
8455	6.011005945666959e-09	0.0	0.0	2.3e-09
8456	6.022489064413026e-09	0.0	0.0	2.3e-09
8457	6.034095743176059e-09	0.0	0.0	2.3e-09
8458	6.045834986848697e-09	0.0	0.0	2.3e-09
8459	6.057715786806751e-09	1.0	1.9589478960997542e-07	2.3e-09
8460	6.069747100874139e-09	0.0	0.0	2.3e-09
8461	6.0819378601005514e-09	0.0	0.0	2.3e-09
8462	6.09429695589192e-09	0.0	0.0	2.3e-09
8463	6.106833239795622e-09	0.0	0.0	2.3e-09
8464	6.119555527726969e-09	0.0	0.0	2.3e-09
8465	6.1324725758353776e-09	0.0	0.0	2.3e-09
8466	6.145593094743129e-09	0.0	0.0	2.3e-09
8467	6.158925736906308e-09	0.0	0.0	2.3e-09
8468	6.1724790896235315e-09	0.0	0.0	2.3e-09
8469	6.186261682519062e-09	0.0	0.0	2.3e-09
8470	6.2002819706948486e-09	0.0	0.0	2.3e-09
8471	6.214548343826797e-09	0.0	0.0	2.3e-09
8472	6.229069102099499e-09	0.0	0.0	2.3e-09
8473	6.2438524785786125e-09	0.0	0.0	2.3e-09
8474	6.258906616719719e-09	0.0	0.0	2.3e-09
8475	6.274239572580796e-09	0.0	0.0	2.3e-09
8476	6.2898593098820615e-09	0.0	0.0	2.3e-09
8477	6.3057737053372185e-09	0.0	0.0	2.3e-09
8478	6.321990526310171e-09	0.0	0.0	2.3e-09
8479	6.338517451016107e-09	0.0	0.0	2.3e-09
8480	6.355362046232254e-09	0.0	0.0	2.3e-09
8481	6.3725317729960485e-09	0.0	0.0	2.3e-09
8482	6.390033982106977e-09	0.0	0.0	2.3e-09
8483	6.407875914208248e-09	0.0	0.0	2.3e-09
8484	6.426064687950464e-09	0.0	0.0	2.3e-09
8485	6.444607309077168e-09	0.0	0.0	2.3e-09
8486	6.463510660358425e-09	0.0	0.0	2.3e-09
8487	6.482781492836971e-09	0.0	0.0	2.3e-09
8488	6.502426445889321e-09	0.0	0.0	2.3e-09
8489	6.522452014561281e-09	0.0	0.0	2.3e-09
8490	6.542864572882354e-09	0.0	0.0	2.3e-09
8491	6.5636703517958985e-09	0.0	0.0	2.3e-09
8492	6.5848754566883516e-09	0.0	0.0	2.3e-09
8493	6.60648584534877e-09	0.0	0.0	2.3e-09
8494	6.62850733809321e-09	0.0	0.0	2.3e-09
8495	6.650945612643222e-09	0.0	0.0	2.3e-09
8496	6.673806205256297e-09	0.0	0.0	2.3e-09
8497	6.697094497902593e-09	0.0	0.0	2.3e-09
8498	6.72081573356984e-09	0.0	0.0	2.3e-09
8499	6.744975000451104e-09	0.0	0.0	2.3e-09
8500	6.769577230140346e-09	0.0	0.0	2.3e-09
8501	6.794627211669169e-09	0.0	0.0	2.3e-09
8502	6.820129567941318e-09	0.0	0.0	2.3e-09
8503	6.846088771437246e-09	0.0	0.0	2.3e-09
8504	6.872509136416546e-09	0.0	0.0	2.3e-09
8505	6.899394812716126e-09	0.0	0.0	2.3e-09
8506	6.926749795452991e-09	0.0	0.0	2.3e-09
8507	6.954577912531819e-09	0.0	0.0	2.3e-09
8508	6.982882829711314e-09	0.0	0.0	2.3e-09
8509	7.011668049361868e-09	0.0	0.0	2.3e-09
8510	7.04093690431977e-09	0.0	0.0	2.3e-09
8511	7.0706925583454555e-09	0.0	0.0	2.3e-09
8512	7.100938016451903e-09	0.0	0.0	2.3e-09
8513	7.131676100760364e-09	0.0	0.0	2.3e-09
8514	7.162909472458246e-09	0.0	0.0	2.3e-09
8515	7.194640617580037e-09	0.0	0.0	2.3e-09
8516	7.226871847561719e-09	0.0	0.0	2.3e-09
8517	7.259605301595333e-09	0.0	0.0	2.3e-09
8518	7.292842943917538e-09	0.0	0.0	2.3e-09
8519	7.326586562938321e-09	0.0	0.0	2.3e-09
8520	7.3608377702267846e-09	0.0	0.0	2.3e-09
8521	7.395597997892654e-09	0.0	0.0	2.3e-09
8522	7.430868499295358e-09	0.0	0.0	2.3e-09
8523	7.466650353443522e-09	0.0	0.0	2.3e-09
8524	7.5029444536915e-09	0.0	0.0	2.3e-09
8525	7.539751510264741e-09	0.0	0.0	2.3e-09
8526	7.577072058102947e-09	0.0	0.0	2.3e-09
8527	7.614906443830642e-09	0.0	0.0	2.3e-09
8528	7.653254830058838e-09	0.0	0.0	2.3e-09
8529	7.692117196337318e-09	0.0	0.0	2.3e-09
8530	7.731493334670526e-09	0.0	0.0	2.3e-09
8531	7.771382855930272e-09	1.0	1.9589478960997542e-07	2.3e-09
8532	7.8117851745382e-09	0.0	0.0	2.3e-09
8533	7.852699523827332e-09	0.0	0.0	2.3e-09
8534	7.894124942462694e-09	0.0	0.0	2.3e-09
8535	7.936060286416273e-09	0.0	0.0	2.3e-09
8536	7.978504213366022e-09	0.0	0.0	2.3e-09
8537	8.021455194741445e-09	0.0	0.0	2.3e-09
8538	8.064911501797318e-09	0.0	0.0	2.3e-09
8539	8.108871221479924e-09	0.0	0.0	2.3e-09
8540	8.153332238768152e-09	0.0	0.0	2.3e-09
8541	8.198292246955636e-09	0.0	0.0	2.3e-09
8542	8.243748741107199e-09	0.0	0.0	2.3e-09
8543	8.289699022810596e-09	0.0	0.0	2.3e-09
8544	8.33614018780199e-09	0.0	0.0	2.3e-09
8545	8.383069142301972e-09	0.0	0.0	2.3e-09
8546	8.430482586682682e-09	0.0	0.0	2.3e-09
8547	8.478377020229078e-09	1.0	1.9589478960997542e-07	2.3e-09
8548	8.526748736274805e-09	0.0	0.0	2.3e-09
8549	8.575593833104807e-09	0.0	0.0	2.3e-09
8550	8.624908209178416e-09	0.0	0.0	2.3e-09
8551	8.674687540042207e-09	0.0	0.0	2.3e-09
8552	8.724927313509876e-09	0.0	0.0	2.3e-09
8553	8.77562280054577e-09	0.0	0.0	2.3e-09
8554	8.826769064361753e-09	0.0	0.0	2.3e-09
8555	8.878360967625638e-09	0.0	0.0	2.3e-09
8556	8.930393153189876e-09	0.0	0.0	2.3e-09
8557	8.982860059501084e-09	0.0	0.0	2.3e-09
8558	9.035755913582923e-09	0.0	0.0	2.3e-09
8559	9.08907472795996e-09	0.0	0.0	2.3e-09
8560	9.142810301973216e-09	1.0	1.9589478960997542e-07	2.3e-09
8561	9.196956220761941e-09	0.0	0.0	2.3e-09
8562	9.25150585235366e-09	0.0	0.0	2.3e-09
8563	9.306452357534735e-09	0.0	0.0	2.3e-09
8564	9.361788671961173e-09	0.0	0.0	2.3e-09
8565	9.41750751606174e-09	0.0	0.0	2.3e-09
8566	9.473601387730989e-09	0.0	0.0	2.3e-09
8567	9.530062581500848e-09	0.0	0.0	2.3e-09
8568	9.586883152576092e-09	0.0	0.0	2.3e-09
8569	9.644054949408354e-09	0.0	0.0	2.3e-09
8570	9.701569595384198e-09	0.0	0.0	2.3e-09
8571	9.75941848818881e-09	0.0	0.0	2.3e-09
8572	9.817592812919979e-09	0.0	0.0	2.3e-09
8573	9.876083532766072e-09	0.0	0.0	2.3e-09
8574	9.93488137710516e-09	0.0	0.0	2.3e-09
8575	9.993976859507035e-09	0.0	0.0	2.3e-09
8576	1.0053360272969632e-08	1.0	1.9589478960997542e-07	2.3e-09
8577	1.011302168526408e-08	0.0	0.0	2.3e-09
8578	1.0172950943469117e-08	0.0	0.0	2.3e-09
8579	1.0233137664541001e-08	0.0	0.0	2.3e-09
8580	1.0293571247168171e-08	0.0	0.0	2.3e-09
8581	1.0354240874582497e-08	0.0	0.0	2.3e-09
8582	1.0415135490746952e-08	0.0	0.0	2.3e-09
8583	1.0476243834459615e-08	0.0	0.0	2.3e-09
8584	1.0537554410763092e-08	0.0	0.0	2.3e-09
8585	1.059905551107356e-08	0.0	0.0	2.3e-09
8586	1.0660735201597863e-08	0.0	0.0	2.3e-09
8587	1.072258133151088e-08	0.0	0.0	2.3e-09
8588	1.0784581533906199e-08	0.0	0.0	2.3e-09
8589	1.0846723219403588e-08	0.0	0.0	2.3e-09
8590	1.0908993582248406e-08	0.0	0.0	2.3e-09
8591	1.0971379606687649e-08	0.0	0.0	2.3e-09
8592	1.1033868060811141e-08	0.0	0.0	2.3e-09
8593	1.1096445495534221e-08	0.0	0.0	2.3e-09
8594	1.1159098264265871e-08	0.0	0.0	2.3e-09
8595	1.1221812493881194e-08	0.0	0.0	2.3e-09
8596	1.128457412279318e-08	0.0	0.0	2.3e-09
8597	1.1347368869437543e-08	0.0	0.0	2.3e-09
8598	1.1410182263223283e-08	0.0	0.0	2.3e-09
8599	1.1472999623386296e-08	0.0	0.0	2.3e-09
8600	1.1535806077357995e-08	0.0	0.0	2.3e-09
8601	1.1598586560968415e-08	0.0	0.0	2.3e-09
8602	1.1661325810610799e-08	0.0	0.0	2.3e-09
8603	1.1724008382459093e-08	0.0	0.0	2.3e-09
8604	1.1786618645011967e-08	0.0	0.0	2.3e-09
8605	1.1849140776825673e-08	1.0	1.9589478960997542e-07	2.3e-09
8606	1.1911558792175322e-08	0.0	0.0	2.3e-09
8607	1.1973856522847265e-08	0.0	0.0	2.3e-09
8608	1.2036017630273618e-08	0.0	0.0	2.3e-09
8609	1.2098025615198739e-08	0.0	0.0	2.3e-09
8610	1.2159863808109759e-08	0.0	0.0	2.3e-09
8611	1.2221515384751006e-08	0.0	0.0	2.3e-09
8612	1.2282963376625793e-08	0.0	0.0	2.3e-09
8613	1.2344190658739504e-08	0.0	0.0	2.3e-09
8614	1.2405179960238143e-08	0.0	0.0	2.3e-09
8615	1.2465913875238831e-08	0.0	0.0	2.3e-09
8616	1.2526374874215306e-08	0.0	0.0	2.3e-09
8617	1.2586545289106421e-08	0.0	0.0	2.3e-09
8618	1.264640733946915e-08	0.0	0.0	2.3e-09
8619	1.2705943114899553e-08	0.0	0.0	2.3e-09
8620	1.2765134616371165e-08	0.0	0.0	2.3e-09
8621	1.2823963724225759e-08	0.0	0.0	2.3e-09
8622	1.2882412234150752e-08	0.0	0.0	2.3e-09
8623	1.2940461839975882e-08	0.0	0.0	2.3e-09
8624	1.2998094170375433e-08	0.0	0.0	2.3e-09
8625	1.3055290759752578e-08	0.0	0.0	2.3e-09
8626	1.3112033082518743e-08	0.0	0.0	2.3e-09
8627	1.3168302548140783e-08	0.0	0.0	2.3e-09
8628	1.322408051167048e-08	0.0	0.0	2.3e-09
8629	1.3279348284424559e-08	0.0	0.0	2.3e-09
8630	1.3334087135525811e-08	0.0	0.0	2.3e-09
8631	1.3388278302927865e-08	0.0	0.0	2.3e-09
8632	1.3441903007656152e-08	0.0	0.0	2.3e-09
8633	1.3494942440088126e-08	0.0	0.0	2.3e-09
8634	1.3547377805871917e-08	0.0	0.0	2.3e-09
8635	1.3599190290470445e-08	0.0	0.0	2.3e-09
8636	1.3650361102289251e-08	0.0	0.0	2.3e-09
8637	1.3700871471975859e-08	0.0	0.0	2.3e-09
8638	1.3750702645353088e-08	0.0	0.0	2.3e-09
8639	1.3799835917873502e-08	0.0	0.0	2.3e-09
8640	1.3848252617974834e-08	0.0	0.0	2.3e-09
8641	1.3895934145321263e-08	0.0	0.0	2.3e-09
8642	1.3942861941091843e-08	0.0	0.0	2.3e-09
8643	1.3989017546044244e-08	0.0	0.0	2.3e-09
8644	1.4034382567753862e-08	0.0	0.0	2.3e-09
8645	1.4078938709595803e-08	0.0	0.0	2.3e-09
8646	1.4122667776891274e-08	0.0	0.0	2.3e-09
8647	1.4165551686826458e-08	0.0	0.0	2.3e-09
8648	1.4207572477925923e-08	0.0	0.0	2.3e-09
8649	1.4248712319835148e-08	0.0	0.0	2.3e-09
8650	1.428895352314927e-08	0.0	0.0	2.3e-09
8651	1.432827854914757e-08	0.0	0.0	2.3e-09
8652	1.4366670019759976e-08	0.0	0.0	2.3e-09
8653	1.440411073067514e-08	0.0	0.0	2.3e-09
8654	1.4440583647853404e-08	0.0	0.0	2.3e-09
8655	1.447607194080517e-08	0.0	0.0	2.3e-09
8656	1.4510558969106745e-08	0.0	0.0	2.3e-09
8657	1.4544028302236981e-08	0.0	0.0	2.3e-09
8658	1.4576463736146391e-08	0.0	0.0	2.3e-09
8659	1.4607849293018007e-08	0.0	0.0	2.3e-09
8660	1.4638169234404234e-08	0.0	0.0	2.3e-09
8661	1.4667408070924305e-08	0.0	0.0	2.3e-09
8662	1.4695550565161992e-08	0.0	0.0	2.3e-09
8663	1.4722581761715887e-08	0.0	0.0	2.3e-09
8664	1.4748486972796805e-08	0.0	0.0	2.3e-09
8665	1.4773251801521018e-08	0.0	0.0	2.3e-09
8666	1.4796862147706384e-08	0.0	0.0	2.3e-09
8667	1.4819304213811309e-08	0.0	0.0	2.3e-09
8668	1.4840564524339682e-08	0.0	0.0	2.3e-09
8669	1.4860629921258296e-08	0.0	0.0	2.3e-09
8670	1.4879487579718265e-08	0.0	0.0	2.3e-09
8671	1.4897125023798173e-08	0.0	0.0	2.3e-09
8672	1.4913530124961086e-08	0.0	0.0	2.3e-09
8673	1.4928691106818767e-08	0.0	0.0	2.3e-09
8674	1.4942596567669888e-08	0.0	0.0	2.3e-09
8675	1.4955235492033312e-08	0.0	0.0	2.3e-09
8676	1.49665972205219e-08	0.0	0.0	2.3e-09
8677	1.4976671513324773e-08	0.0	0.0	2.3e-09
8678	1.4985448516193517e-08	0.0	0.0	2.3e-09
8679	1.499291877823685e-08	0.0	0.0	2.3e-09
8680	1.4999073273348938e-08	1.0	1.9589478960997542e-07	2.3e-09
8681	1.5003903389652095e-08	0.0	0.0	2.3e-09
8682	1.500740095053433e-08	0.0	0.0	2.3e-09
8683	1.5009558203671545e-08	0.0	0.0	2.3e-09
8684	1.5010367844988515e-08	0.0	0.0	2.3e-09
8685	1.500982301786365e-08	0.0	0.0	2.3e-09
8686	1.5007917319007654e-08	0.0	0.0	2.3e-09
8687	1.5004644797264643e-08	0.0	0.0	2.3e-09
8688	1.4999999973002544e-08	0.0	0.0	2.3e-09
8689	1.4993977832814137e-08	0.0	0.0	2.3e-09
8690	1.4986573848367375e-08	0.0	0.0	2.3e-09
8691	1.4977783956697304e-08	0.0	0.0	2.3e-09
8692	1.4967604578475548e-08	0.0	0.0	2.3e-09
8693	1.495603263618788e-08	0.0	0.0	2.3e-09
8694	1.494306552643123e-08	0.0	0.0	2.3e-09
8695	1.4928701154837313e-08	0.0	0.0	2.3e-09
8696	1.4912937921974765e-08	1.0	1.9589478960997542e-07	2.3e-09
8697	1.4895774722705091e-08	0.0	0.0	2.3e-09
8698	1.4877210959442429e-08	0.0	0.0	2.3e-09
8699	1.4857246547709e-08	0.0	0.0	2.3e-09
8700	1.4835881901014572e-08	0.0	0.0	2.3e-09
8701	1.4813117953300936e-08	0.0	0.0	2.3e-09
8702	1.478895613963621e-08	0.0	0.0	2.3e-09
8703	1.4763398411157116e-08	0.0	0.0	2.3e-09
8704	1.4736447235757685e-08	0.0	0.0	2.3e-09
8705	1.4708105595254002e-08	0.0	0.0	2.3e-09
